name,checked_synonym,accepted_name,author
INA Antirrhinum asarum,Antirrhinum asarinum,Asarina procumbens,Mill.
Antirrhinum coulterianum Benth,Antirrhinum coulterianum,Sairocarpus coulterianus,(Benth.) D.A.Sutton
Anthirrhinum kelloggii Greene,Antirrhinum kelloggii,Neogaerrhinum strictum,(Hook. & Arn.) Rothm.
Antirrhinum latifolia Mill.,Antirrhinum latifolium,Linaria latifolia,Desf.
Antirrhinum latifolium Miller,Antirrhinum latifolium,Linaria latifolia,Desf.
Antirrhinum lazari Sennen,Antirrhinum lazari,Antirrhinum tortuosum,Bosc ex Lam.
Antirrhinum maurandicides Gray,Antirrhinum maurandioides,Maurandella antirrhiniflora,(Humb. & Bonpl. ex Willd.) Rothm.
Antirrhinum orontium L.,Antirrhinum orontium,Misopates orontium,(L.) Raf.
Anychia dichotoma,Anychia dichotoma,Paronychia canadensis,(L.) Alph.Wood
Aphloa theaeformis Benn.,Aphloia theiformis,Aphloia theiformis,(Vahl) Benn.
Aphloia theaeformis,Aphloia theiformis,Aphloia theiformis,(Vahl) Benn.
"Apiastrum angustifobium Nutt. Umbelliferae - Chrickee ,-Indian-Celery",Apiastrum angustifolium,Apiastrum angustifolium,Nutt.
Apium chilense Hook. & Arn.,Apium chilense,Apium chilense,Hook. & Arn.
Apocynum pumilum (A. Gray) Greene,Apocynum pumilum,Apocynum androsaemifolium,L.
Apodytes dimidiata E.Mey. ex Arn. ssp. dimidiata,Apodytes,Apodytes,E.Mey. ex Arn.
Aporocactus leptophis (DC) Br.&R.,Aporocactus leptophis,Aporocactus flagelliformis,(L.) Lem.
Aporocactus marteanus (Zucc.) Br.&R. Kimnach,Aporocactus martianus,Aporocactus martianus,(Zucc. ex Pfeiff.) Britton & Rose
Apurimacea,Apurimacia,Apurimacia,Harms
Aquilegia caerulea Auct.,Aquilegia caerulea,Aquilegia coerulea var. coerulea,
Aquilegia karatavica Mikesch.,Aquilegia karatavica,Aquilegia karatavica,Mikeschin
"Arabidopsis thaliana (I.) Heynh. ""Columbia wild type""",Arabidopsis thaliana,Arabidopsis thaliana,(L.) Heynh.
"Arabidopsis thaliana (I.) Heynh., (race 'Estland')",Arabidopsis,Arabidopsis,Heynh.
Arabis cypria,Arabis cypria,Arabis cypria,Holmboe
Arabis macloviana Hook.,Arabis macloviana,Phlebolobium maclovianum,(d'Urv.) O.E.Schulz
Arabis platysperma Gray var. howellii (Wats.) Jepson,Arabis platysperma var. howellii,Boechera howellii,(S.Watson) Windham & Al-Shehbaz
Arachniodes maximowiczii (Bak.) Ohwi,Arachniodes maximowiczii,Dryopteris maximowiczii,(Baker) Kuntze
Aralia schmidtii Pojark,Aralia schmidtii,Aralia cordata,Thunb.
Araucaria balansae Bron.&Gris.,Araucaria balansae,Araucaria subulata,Vieill.
Araucaria columnaris (Forster) Hook.,Araucaria columnaris,Araucaria columnaris,(G.Forst.) Hook.
Araujia sericofera,Araujia sericifera,Araujia sericifera,Brot.
Arbutus ändrächne L.,Arbutus,Arbutus,L.
Arctostaphylos andersonii var. auriculata (Eastwood) Jepson,Arctostaphylos andersonii var. auriculata,Arctostaphylos auriculata,Eastw.
Arctostaphylos andersonii Gray var. pallida (Eastw.) Adams ex McMinn,Arctostaphylos andersonii var. pallida,Arctostaphylos pallida,Eastw.
Arctostaphylos andersoníi Grayvar. imbricata (Eastw.) Adams ex McMinn.,Arctostaphylos andersonii var. imbricata,Arctostaphylos imbricata,Eastw.
Arctostaphylos bicolor Gray,Arctostaphylos bicolor,Xylococcus bicolor,Nutt.
Arctostaphylos cinerea Howell,Arctostaphylos cinerea,Arctostaphylos canescens subsp. canescens,
Arctostaphylos columbiana Piper var. virgata (Eastw.) McMinn,Arctostaphylos columbiana var. virgata,Arctostaphylos virgata,Eastw.
Arctostaphylos drupacea Macbr.,Arctostaphylos drupacea,Arctostaphylos pringlei subsp. drupacea,(Parry) P.V.Wells
Arctostaphylos edmundsii Howell [var. parvifolia Roof],Arctostaphylos edmundsii var. parvifolia,Arctostaphylos edmundsii,J.T.Howell
Arctostaphylos glandulosa Eastw. var. cushingiana    (Eastw.) Adams,Arctostaphylos glandulosa var. cushingiana,Arctostaphylos glandulosa subsp. cushingiana,"(Eastw.) J.E.Keeley, M.C.Vasey & V.T.Parker"
Arctostaphylos glandulosa Eastw. var. cusingiana (Eastw.) Adams ex Mc Minn. Taller repent form.,Arctostaphylos glandulosa var. cushingiana,Arctostaphylos glandulosa subsp. cushingiana,"(Eastw.) J.E.Keeley, M.C.Vasey & V.T.Parker"
"NAME Ar taphylos hispidula Howell  pecies,  see Arctostaphylos stantordiana Parry",Aa,Aa,Rchb.f.
Arctostaphylos intermedia J. T. Howell,Arctostaphylos × intermedia,Arctostaphylos × media,Greene
Arctostaphylos laevigata Eastw.,Arctostaphylos laevigata,Arctostaphylos manzanita subsp. laevigata,(Eastw.) Munz
Arctostaphylos andersoníi Gray var. pechoensis Jepson,Arctostaphylos andersonii var. pechoensis,Arctostaphylos pechoensis,(Abrams) Dudley ex Abrams
Arctostaphylos oppositifolia Parry,Arctostaphylos oppositifolia,Ornithostaphylos oppositifolia,(Parry) Small
Arctostaphylos pajaroensis Adams see A. andersonii var. pajaroensis,Arctostaphylos,Arctostaphylos,Adans.
Arctostaphylos parryana Lemmon,Arctostaphylos parryana,Arctostaphylos parryana,Lemmon
Arctostaphylos parvifolia Howell,Arctostaphylos pyrifolia,Comarostaphylis discolor subsp. discolor,
Arctostaphylos viscida var. oblongifolia Adams ex McMinn,Arctostaphylos viscida var. oblongifolia,Arctostaphylos viscida subsp. pulchella,(Howell) P.V.Wells
Arctotis grandis,Arctotis grandis,Arctotis stoechadifolia,P.J.Bergius
Ardisia punctata Lingl.,Ardisia punctata,Ardisia lindleyana,D.Dietr.
Ardisia rarescens Lundell,Ardisia rarescens,Ardisia rarescens,Standl.
Arenaria gypsophi Voides L.,Arenaria,Arenaria,Ruppius ex L.
Arenaria leptoclados Guss.,Arenaria leptoclados,Arenaria leptoclados,(Rchb.) Guss.
Arenaria pumicola Cov. & Leib.,Arenaria pumicola,Eremogone pumicola,(Coville & Leiberg) Ikonn.
Argania sideroxylon Roem. & Schult.,Argania sideroxylon,Sideroxylon spinosum,L.
Argemone munita Dur. & Hilg. ssp. argentea Ownbey,Argemone munita subsp. argentea,Argemone munita subsp. argentea,G.B.Ownbey
Aregomone munita Dur.&Hilg. ssp. rotundata (Rydb.)G.Ownbey,Argemone munita subsp. rotundata,Argemone munita subsp. rotundata,(Rydb.) Ownbey
Argylia huidobriana Clos,Argylia huidobriana,Argylia adscendens,DC.
Argylia puberula DC,Argylia puberula,Argylia radiata,(L.) D.Don
Argyranthemum broussonetii (Pers.) Humph.,Argyranthemum broussonetii,Argyranthemum broussonetii,(Balb. ex Pers.) Humphries
Argyranthemum broussonetii (Pers.) Humph. var. broussonetii,Argyranthemum,Argyranthemum,Webb
Argyränthemum escarrii (Svent) Humph.,Argyranthemum,Argyranthemum,Webb
foeniculaceum (Wills) Webb. Sch. Bip. Argyranthemum ex Chry san themum n,Argyranthemum,Argyranthemum,Webb
Argyranthemum foeniculaceum (Willd.) ) Webb ex Sch.Bip.,Argyranthemum foeniculaceum,Argyranthemum foeniculaceum,(Willd.) Webb ex Sch.Bip.
Argyranthemum frutescens (L.)Webb ex Sch.Bip. ssp. canariae (Christ) Humph.,Argyranthemum frutescens subsp. canariae,Argyranthemum frutescens subsp. canariae,(Christ) Humphries
Argyanthemum frutescens (L.) Webb ex Sch.Bip. ssp. gracilescens (Christ) Humph.,Argyranthemum frutescens subsp. gracilescens,Argyranthemum frutescens subsp. gracilescens,(Christ) Humphries
Argyranthemum maderense (D.Don) Humph.,Argyranthemum maderense,Argyranthemum maderense,(D.Don) Humphries
Argyranthemum thalassophilum (Svent.) Humph.,Argyranthemum thalassophilum,Argyranthemum thalassophilum,(Svent.) Humphries
Argyroderma angustipetalum L. Bol. (now: A. congregatum),Argyroderma angustipetalum,Argyroderma congregatum,L.Bolus
Argyroderma aureum L.Bol.,Argyroderma aureum,Argyroderma delaetii,C.A.Maass
Argyroderma Braunsii Schw.,Argyroderma,Argyroderma,N.E.Br.
Argyroderma brevipes (Schltr.) Schwant.,Argyroderma brevipes,Argyroderma fissum,(Haw.) L.Bolus
Argyroderma citrinum L.Bol.,Argyroderma citrinum,Argyroderma delaetii,C.A.Maass
Argyroderma luckhoffii L.Bol.,Argyroderma luckhoffii,Argyroderma pearsonii,(N.E.Br.) Schwantes
Argyroderma necopinum N.E.Br.,Argyroderma × necopinum,Argyroderma × octophyllum,(Haw.) Schwantes
Argyroderma octophylla Schwant. (= A. lesliei N.E.Br.,Argyroderma,Argyroderma,N.E.Br.
Argyroderma reniforme L.Bol.,Argyroderma reniforme,Argyroderma delaetii,C.A.Maass
s Argyroderma Schlechteri Schw.,,,
Argyroderma Schlechteri Schw.,Argyroderma,Argyroderma,N.E.Br.
Argyroderma splendens L.Bol.,Argyroderma splendens,Argyroderma delaetii,C.A.Maass
Argyroderma strictum L. Bol.,Argyroderma strictum,Argyroderma framesii subsp. framesii,
Argyroderma testiculare (Ait.)N.E.Br.,Argyroderma testiculare,Argyroderma testiculare,(Aiton) N.E.Br.
Argyroxiphium sandwicense var. kauense Rock,Argyroxiphium sandwicense var. kauense,Argyroxiphium kauense,(Rock & Neal) O.Deg. & I.Deg.
Argyroxiphium sandwicense DC,Argyroxiphium sandwicense,Argyroxiphium sandwicense,DC.
Agryroxiphium virescens Hildb. var. paludosa St.John,Argyroxiphium virescens var. paludosa,Argyroxiphium virescens,Hillebr.
Argyroxiphium virescens Hbd. var. paludosa St John,Argyroxiphium virescens var. paludosa,Argyroxiphium virescens,Hillebr.
Aridaria notha N.E.Br.,Aridaria notha,Mesembryanthemum splendens subsp. splendens,
Aridaria rosea L.Bol.,Aridaria rosea,Mesembryanthemum splendens subsp. splendens,
Aridaria tetragona L.Bol.,Aridaria tetragona,Mesembryanthemum tetragonum,Thunb.
fissuratus (Engelm) Schum. Ariocarpus lloydii Rose var l'lloydii(Rose)Marsh,Ariocarpus lloydii,Ariocarpus fissuratus,(Engelm.) K.Schum.
Arisaema serratum var. ionochlamys Nakai,Arisaema serratum var. ionochlamys,Arisaema serratum var. serratum,
Aristea biflora Weimarck,Aristea biflora,Aristea biflora,Weim.
Aristea compressa,Aristea compressa,Aristea compressa,Buchinger ex Baker
Aristea platycaulis Baker,Aristea platycaulis,Aristea platycaulis,Baker
Aristea thyrsiflora (Delar. ) N.E.Br.,Aristea thyrsiflora,Aristea capitata,(L.) Ker Gawl.
Atistea thyrsiflora (D. Delar. )N.E. Br.,Aristea thyrsiflora,Aristea capitata,(L.) Ker Gawl.
Aristida contorta F.Muell.,Aristida contorta,Aristida contorta,F.Muell.
Aristolochia deltoidea HBK. det. J. Wurdack 1965,Aristolochia deltoidea,Aristolochia deltoidea,Kunth
Aristolochia maxima Jacq.,Aristolochia maxima,Aristolochia maxima,Jacq.
Aristolochia sempervirens,Aristolochia sempervirens,Aristolochia sempervirens,L.
Armatocereus oligogonus Rauh & Backbg.,Armatocereus oligogonus,Armatocereus matucanensis,Backeb.
Armatocereus rauhii Back,Armatocereus rauhii,Armatocereus rauhii,Backeb.
Armeria californica Boiss. vov?,Armeria,Armeria,(DC.) Willd.
Arnaldea weberbaueri (Muschl.) Ferreyra,Arnaldoa weberbaueri,Arnaldoa weberbaueri,(Muschl.) Ferreyra
Arnica chamissonis Less. ssp. foliosa Nutt. Maguire,Arnica chamissonis subsp. foliosa,Arnica chamissonis,Less.
N Arnica chamissovis Less. ssp. foliosa (Nutt. Maguire,Arnica chamissonis subsp. foliosa,Arnica chamissonis,Less.
[Oephalocereus] Arrojadoa penicillata (Gurke Br. & R. var. decumbens Back. & Voll.,Arrojadoa penicillata var. decumbens,Arrojadoa penicillata subsp. penicillata,
Melocactus Arrojadoa cf. rhodantha (Gurke) BR. & R.,Arrojadoa,Arrojadoa,Britton & Rose
Artabotrys brachypetalus Benth.,Artabotrys brachypetalus,Artabotrys brachypetalus,Benth.
Artemisia arctica Less.,Artemisia arctica,Artemisia richardsoniana,Besser
Artemisia chamaemelifolia Vill.,Artemisia chamaemelifolia,Artemisia chamaemelifolia,Vill.
Artemisia glacialis L.,Artemisia glacialis,Artemisia glacialis,L.
Artemisia iwayomogi Kitam.,Artemisia iwayomogi,Artemisia gmelinii var. gmelinii,
Artemisia mauiensis Shottab.,Artemisia mauiensis,Artemisia mauiensis,Skottsb.
Arthropodium candidum,Arthropodium candidum,Arthropodium candidum,Raoul
Arthrostylidium longiflorum Munro,Arthrostylidium longiflorum,Arthrostylidium longiflorum,Munro
Arum Maculatum L.,Arum maculatum,Arum maculatum,L.
Arum pictum L.f.,Arum pictum,Arum orientale subsp. orientale,
Arundinaria variegata Sieb. Makino,Arundinaria variegata,Pleioblastus variegatus,(J.Dix) Makino
Hort. dead Arundo donax L. var. variegata,Arundo donax var. variegata,Arundo donax,L.
Asarum sieboldii Miq.,Asarum sieboldii,Asarum sieboldii,Miq.
Asclepias filiformis (B.&H.) Hook.,Asclepias filiformis,Gomphocarpus filiformis,(E.Mey.) D.Dietr.
Asclepias similis Hems1.,Asclepias similis,Asclepias similis,Hemsl.
Ascocentrum Saccolabium ampulaceum,Saccolabium ampullaceum,Vanda ampullacea,(Roxb.) L.M.Gardiner
Ascyrum hypericoides L.,Ascyrum hypericoides,Hypericum hypericoides,(L.) Crantz
Asparagus asparagoides Wight,Asparagus asparagoides,Asparagus asparagoides,(L.) Knuth
Asparagus plumosus Baker,Asparagus plumosus,Asparagus setaceus,(Kunth) Jessop
Asparagus plumosus Baker 'LACE VEIL',Asparagus,Asparagus,Tourn. ex L.
Aspasia variegata Lindl.,Aspasia variegata,Aspasia variegata,Lindl.
Asphodelus cerasiferus J. Gay,Asphodelus cerasiferus,Asphodelus cerasiferus,J.Gay
Asphodelus fistulosus L.,Asphodelus fistulosus,Asphodelus fistulosus,L.
Aspris caryophyllea (L. ) Nash,Aspris caryophyllea,Aira caryophyllea,L.
Astartea fascicularis DC Prod.,Astartea fascicularis,Astartea fascicularis,(Labill.) A.Cunn. ex DC.
Astelia cockaynei Cheesem.,Astelia cockaynei,Astelia nervosa,Banks & Sol. ex Hook.f.
Astelia menziesiana Smith,Astelia menziesiana,Astelia menziesiana,Sm.
Aster filifolius Vent.,Aster filifolius,Felicia muricata subsp. muricata,
Asteriscus stenophyllus Link,Asteriscus stenophyllus,Asteriscus graveolens subsp. stenophyllus,(Link) Greuter
Astragalus menziesii Gray,Astragalus menziesii,Astragalus nuttallii var. nuttallii,
Astragalus radicans Hornem. var. radicans,Astragalus,Astragalus,L.
Astroloba aspera var. major (Haw.),Astroloba,Astroloba,Uitewaal
Astroloba deltoidea (Hook.f) Uitew.,Astroloba deltoidea,Astroloba congesta,(Salm-Dyck) Uitewaal
Astroloba spiralis (L.) Uitew.,Astroloba spiralis,Astroloba spiralis,(L.) Uitewaal
Astroloma humifusum R.Br.,Astroloma humifusum,Styphelia humifusa,(Cav.) Pers.
Astroloma humi fusum R. Br.,Astroloma,Styphelia,Sm.
Astroloma conostephicides (Sond.)F. Muell.,Astroloma conostephioides,Stenanthera conostephioides,Sond.
Astroloma pinifolium R. Br.,Astroloma pinifolium,Stenanthera pinifolia,R.Br.
Lem. Astrophytum myriostigmalvar. multicostatusm,Astrophytum,Astrophytum,Lem.
Astydamia canariensis DC.,Astydamia canariensis,Astydamia latifolia,(L.f.) Baill.
Atraphaxis billardieri Jaub.-Spach.,Atraphaxis billardierei,Atraphaxis billardierei,Jaub. & Spach
Atriplex argentea Nutt.,Atriplex argentea,Atriplex argentea,Nutt.
Atriplex confertiflora (Torr. & Frem.)Wats.,Atriplex confertifolia,Atriplex confertifolia,(Torr. & Frém.) S.Watson
Atriplex-rosea L. glabriuscula,,,
Atriplex lentiformis ssp. breweri (Wats.) McMinn,Atriplex lentiformis subsp. breweri,Atriplex lentiformis,(Torr.) S.Watson
Atriplex nitens Schkuhr,Atriplex nitens,Atriplex sagittata,Borkh.
Aucuba japonica Thunb. var. bicolor Regel,Aucuba japonica var. bicolor,Aucuba japonica var. japonica,
Austrocactus dusenii (Web.) Speg.,Austrocactus dusenii,Austrocactus bertinii subsp. bertinii,
Avena barbata Pott. ex Link ssp. barbata,Avena,Avena,L.
Avena byzantina Koch,Avena byzantina,Avena byzantina,K.Koch
Avena byzantina Koch ssp. byzantina,Avena,Avena,L.
Avena fatua L. ssp. fatua,Avena,Avena,L.
Avena nuda Hojer s.l. ssp. nuda,Avena,Avena,L.
Avena sativa L. var. aristata Kränse,Avena sativa var. aristata,Avena sativa,L.
Avena sterilis L.,Avena sterilis,Avena fatua,L.
Avena sterilis L. s.l. ssp. sterilis,Avena sterilis subsp. sterilis,Avena sterilis subsp. sterilis,
Avena strigosa Schreb.,Avena strigosa,Avena strigosa,Schreb.
"Averrhoa bilimbi L ,",Averrhoa bilimbi,Averrhoa bilimbi,L.
Azara celastrina Don.,Azara celastrina,Azara celastrina,D.Don
Azara dentata Ruiz.,Azara dentata,Azara dentata,Ruiz & Pav.
Azara integrifolia Ruiz & Pav. var. browneae R.A. Phil.,Azara integrifolia var. browneae,Azara integrifolia,Ruiz & Pav.
Azima tetracantha Lam.,Azima tetracantha,Azima tetracantha,Lam.
Azorella columnaris Wolff,Azorella columnaris,Azorella compacta,Phil.
Azorella compacta Phil.,Azorella compacta,Azorella compacta,Phil.
Azorella incisa Wedd.,Azorella incisa,Azorella diversifolia,Clos
Azorella spinosa (R. & Pav.) Pers.,Azorella spinosa,Azorella spinosa,(Ruiz & Pav.) Pers.
Azorella trifurcata Pers.,Azorella trifurcata,Azorella trifurcata,(Gaertn.) Pers.
Babbagia acroptera F.Muell. ex Tate,Babbagia acroptera,Osteocarpum acropterum,(F.Muell. & Tate) Volkens
Babiana erectifolia G. F. Lewis,Babiana erectifolia,Babiana nervosa,(Lam.) Goldblatt & J.C.Manning
Baccharis concava Pers.,Baccharis concava,Baccharis concava,Pers.
Baccharis scandens (R. & P.) Pers.,Baccharis scandens,Baccharis scandens,Pers.
Baccharis trinervis Cav.,Baccharis trinervis,Baccharis trinervis,Pers.
Baccharis vaccinoides Gardn.,Baccharis vaccinoides,Baccharis vaccinoides,Kunth
Baeckea hetroanthera,Baeckea,Brunia,L.
Baeria chrysostoma F. & M. ssp. hirstula (Greene) Ferris,Baeria chrysostoma subsp. hirsutula,Lasthenia californica subsp. californica,
Baeriopsis guadelupensis J. T. Howell,Baeriopsis guadalupensis,Baeriopsis guadalupensis,J.T.Howell
Balanites maughamii Sprague ZYGOPHYLLACEAE    (BALANITACEAE),Balanites maughamii,Balanites maughamii,Sprague
Balaustion pulcherrimum Hook.,Balaustion pulcherrimum,Balaustion pulcherrimum,Hook.
Balbisia peduncularis (Lindl.)D. Don,Balbisia peduncularis,Balbisia peduncularis,(Lindl.) D.Don
Baloghia lucida,Baloghia lucida,Baloghia inophylla,(G.Forst.) P.S.Green
Bambusa multiplex Raeusch.,Bambusa multiplex,Bambusa multiplex,(Lour.) Raeusch. ex Schult.f.
Bambusa tulda Roxb.,Bambusa tulda,Bambusa tulda,Roxb.
Bambusa tuldoides Munro,Bambusa tuldoides,Bambusa tuldoides,Munro
Bambusa vulgaris Schrad. CV. vittata,Bambusa vulgaris,Bambusa vulgaris,Schrad. ex J.C.Wendl.
Banksia ashbyi E.G. Baker,Banksia ashbyi,Banksia ashbyi,Baker f.
Banksia asbyi E. G. Bak.,Banksia ashbyi,Banksia ashbyi,Baker f.
Banksia attenuata R. Br.,Banksia attenuata,Banksia attenuata,R.Br.
Banksia baueri R.Br.,Banksia baueri,Banksia baueri,R.Br.
Banksia baxteri R.Br.,Banksia baxteri,Banksia baxteri,R.Br.
Banksia burdettii E.G. Baker no,Banksia burdettii,Banksia burdettii,Baker f.
Banksiagrandis Willd.,,,
Banksia lemanniana Meissn. no,Banksia lemanniana,Banksia lemanniana,Meisn.
Banksia lindleyana Meissn. no,Banksia lindleyana,Banksia lindleyana,Meisn.
Banksia media R.Br.,Banksia media,Banksia media,R.Br.
Banksia menziesii R.Br.,Banksia menziesii,Banksia menziesii,R.Br.
Banksia paludosa R. Br.,Banksia paludosa,Banksia paludosa,R.Br.
Banksia prionotes Lindl.,Banksia prionotes,Banksia prionotes,Lindl.
Banksia quercifolia R. Br.,Banksia quercifolia,Banksia quercifolia,R.Br.
Banksia repens Labill.,Banksia repens,Banksia repens,Labill.
Banksia sceptrum Meissn.,Banksia sceptrum,Banksia sceptrum,Meisn.
Banksia speciosa R. Br. no,Banksia speciosa,Banksia speciosa,R.Br.
Banksia sphaerocarpum R. Br.,Banksia sphaerocarpa,Banksia sphaerocarpa,R.Br.
Banksia victoriae Meissn.,Banksia victoriae,Banksia victoriae,Meisn.
Baptisia perfoliata (L.)R.Br.,Baptisia perfoliata,Baptisia perfoliata,(L.) R.Br.
Barleria aculeata Balf. f.,Barleria aculeata,Barleria aculeata,Balf.f.
Barleria obtusa Nees.,Barleria obtusa,Barleria obtusa,Nees
Barnadesia wurdackii R. Ferreyra,Barnadesia wurdackii,Barnadesia wurdackii,Ferreyra
Bartsia inaequalis Benth. det. by R. Bacigalupi 1965,Bartsia inaequalis,Neobartsia inaequalis,(Benth.) Uribe-Convers & Tank
Basella alba L.,Basella alba,Basella alba,L.
Bassia brachyptera R.H. Anders.,Bassia brachyptera,Sclerolaena brachyptera,(F.Muell.) S.W.L.Jacobs
Bassia eriacantha R.H. Anders.,Bassia eriacantha,Sclerolaena eriacantha,(F.Muell.) Ulbr.
Bassia eriancantha (F. Muell.) Anderson,Bassia eriacantha,Sclerolaena eriacantha,(F.Muell.) Ulbr.
Bassia lanicuspis F.v.M.,Bassia lanicuspis,Sclerolaena lanicuspis,(F.Muell.) F.Muell. ex Benth.
Bassia sclerolainoides (F.Mue11.) F. Muell.,Bassia sclerolaenoides,Eriochiton sclerolaenoides,(F.Muell.) F.Muell. ex A.J.Scott
Bastardia bivalvis (Cav.) HBK.,Bastardia bivalvis,Abutilon bivalve,(Cav.) Dorr
Batis maritima L.,Batis maritima,Batis maritima,L.
Bauhinia carronii F. Muell.,Bauhinia carronii,Lysiphyllum carronii,(F.Muell.) Pedley
Bauhinia coulteri Macbride,Bauhinia coulteri,Bauhinia coulteri,J.F.Macbr.
Bauhinia monandra Kurz,Bauhinia monandra,Bauhinia monandra,Kurz
Beaufortia sparsa R. Br.,Beaufortia sparsa,Melaleuca sparsa,(R.Br.) Craven & R.D.Edwards
Beclardia macrostachya A.Rich.,Beclardia macrostachya,Beclardia macrostachya,(Thouars) A.Rich.
Bedfordia salicina DC.,Bedfordia salicina,Bedfordia salicina,(Labill.) DC.
"Befaria cinnamomea Lindl. det. J. J. Wurdack, 1966",Befaria,Bejaria,Mutis
Befaria mathewsii Field. & Gardn.,Befaria,Bejaria,Mutis
Begonia bowerii Ziesenh.,Begonia bowerae,Begonia bowerae,Ziesenh.
Begonia credneri Hort. acetosa Vell. ?,,,
Begonia fimbristipulata Hance,Begonia fimbristipula,Begonia fimbristipula,Hance
Begonia goegoensis N.E. Br.,Begonia goegoensis,Begonia goegoensis,N.E.Br.
Begonia pestulata,Begonia pustulata,Begonia pustulata,Liebm.
Begonia socotrana Hook.,Begonia socotrana,Begonia socotrana,Hook.f.
Beloperone Californica Benth. yellow,Beloperone,Justicia,L.
Berberis so.,Berberis,Berberis,L.
Berberis (Mahonia) aquifolium,Berberis,Berberis,L.
Berberis buxiflora Roir.,Berberis uniflora,Berberis uniflora,F.N.Wei & Y.G.Wei
Berberis chilensis Gill.,Berberis chilensis,Berberis chilensis,Gillies ex Hook. & Arn.
Berberis francisi-fernandi Schneid.,Berberis francisci-ferdinandi,Berberis francisci-ferdinandi,C.K.Schneid.
Berberis goudotii Triana & Planch.,Berberis goudotii,Berberis goudotii,Triana & Planch.
Berberis manipurana Ahrendt.,Berberis manipurana,Berberis manipurana,Ahrendt
Berberis Mahonia nervosa Nutt.,Mahonia nervosa,Berberis nervosa,Pursh
Berberis pruinosa Franch.,Berberis pruinosa,Berberis pruinosa,Franch.
Berberis stenophylla Mast. Moore,Berberis stenophylla,Berberis soulieana,C.K.Schneid.
